sentence,label
আমি খুশি,Sylhet
আময়ার লাল রঙ ওর গাড়ি ওগু গতকাইল চুরি অই গেছে,Sylhet
লাল রঙ ওর গাড়ি ওগু গতকাইল চুরি অই গেছে,Sylhet
গাড়ি ওগু গতকাইল চুরি অই গেছে,Sylhet
গতকাইল চুরি অই গেছে,Sylhet
চুরি অই গেছে,Sylhet
শুক্রবার আমরা হারি গেছি,Sylhet
হে আমারে অফমান করে,Sylhet
আমারে অফমান করে,Sylhet
অফমান করে,Sylhet
হে অফমান করে,Sylhet
তুমি আমারে চিনো নি?,Sylhet
শুক্রবার আম্মায় থিক কথাউ কইছলা,Sylhet
শুক্রবার আমি ওখানো যাইমু,Sylhet
শুক্রবার ওবায় যাইতাম না,Sylhet
শুক্রবার ওবায় যাইমু,Sylhet
তুমি আমারে চিনো নি?,Sylhet
আমারে চিনো নি?,Sylhet
মুই আইজ বিয়ানে ফুটবল খেলাইছি,Sylhet
আইজ বিয়ানে ফুটবল খেলাইছি,Sylhet
বিয়ানে ফুটবল খেলাইছি,Sylhet
মুই বিয়ানে ফুটবল খেলাইছি,Sylhet
মুই ফুটবল খেলাইছি,Sylhet
মুই তুমার মনের কথা বুঝি না,Sylhet
তুমার মনের কথা বুঝি না,Sylhet
মনের কথা বুঝি না,Sylhet
মুই মনের কথা বুঝি না,Sylhet
মুই কথা বুঝি না,Sylhet
মুই বুঝি না,Sylhet
তুমার লাগি আমার খুব কষ্ট অয়,Sylhet
আমার খুব কষ্ট অয়,Sylhet
আমরার স্বপ্ন বহুত বড়,Sylhet
মুই এখটা ফুয়া,Sylhet
মুই এখটা ফুরি,Sylhet
আফনার লগে ফরিচিতো অইয়া ভালা লাগলো,Sylhet
ফরিচিতো অইয়া ভালা লাগলো,Sylhet
ভালা লাগলো,Sylhet
বাক্কা সময় পর আফনারে দেখলাম,Sylhet
বাক্কা সময় পর,Sylhet
আফনারে দেখলাম,Sylhet
পয়লা আফনারে এখটা দুকানো যাওয়া লাগবো,Sylhet
আফনারে এখটা দুকানো যাওয়া লাগবো,Sylhet
এখটা দুকানো যাওয়া লাগবো,Sylhet
দুকানো যাওয়া লাগবো,Sylhet
যাওয়া লাগবো,Sylhet
পয়লা এখটা দুকানো যাওয়া লাগবো,Sylhet
পয়লা দুকানো যাওয়া লাগবো,Sylhet
বাক্কা দিন বাদে তুমারে দেখলাম,Sylhet
বাক্কা দিন বাদে,Sylhet
তুমারে দেখলাম,Sylhet
তুমাকে দেখিয়া ভেমতালা লাগিয়া উবাই রইছিলাম,Sylhet
তুমাকে দেখিয়া,Sylhet
ভেমতালা লাগিয়া উবাই রইছিলাম,Sylhet
উবাই রইছিলাম,Sylhet
আব্বায় মোর লাগি লাল জামা কিনিয়া আনছইন,Sylhet
মোর লাগি লাল জামা কিনিয়া আনছইন,Sylhet
লাল জামা কিনিয়া আনছইন,Sylhet
জামা কিনিয়া আনছইন,Sylhet
কিনিয়া আনছইন,Sylhet
আব্বায় লাল জামা কিনিয়া আনছইন,Sylhet
আব্বায় জামা কিনিয়া আনছইন,Sylhet
আব্বায় কিনিয়া আনছইন,Sylhet
আব্বায় মোর লাগি সবুজ জামা কিনিয়া আনছইন,Sylhet
আব্বায় মোর লাগি কালো জামা কিনিয়া আনছইন,Sylhet
আব্বায় মোর লাগি সাদাজামা কিনিয়া আনছইন,Sylhet
আব্বায় মোর লাগি নীল জামা কিনিয়া আনছইন,Sylhet
আব্বায় মোর লাগি বেগুনি জামা কিনিয়া আনছইন,Sylhet
আব্বায় মোর লাগি গোলাপি জামা কিনিয়া আনছইন,Sylhet
আব্বায় মোর লাগি আকাশী জামা কিনিয়া আনছইন,Sylhet
আব্বায় মোর লাগি মেরুন জামা কিনিয়া আনছইন,Sylhet
আব্বায় মোর লাগি কমলাজামা কিনিয়া আনছইন,Sylhet
আব্বায় মোর লাগি খয়েরি জামা কিনিয়া আনছইন,Sylhet
মোর বন্ধু মোর লাগি লাল শাড়ি কিনিয়া দিছে,Sylhet
বন্ধু মোর লাগি লাল শাড়ি কিনিয়া দিছে,Sylhet
মোর লাগি লাল শাড়ি কিনিয়া দিছে,Sylhet
লাল শাড়ি কিনিয়া দিছে,Sylhet
শাড়ি কিনিয়া দিছে,Sylhet
কিনিয়া দিছে,Sylhet
মোর বন্ধু মোর লাগি এখটা লাল গোলাপ কিনিয়া দিছে,Sylhet
বন্ধু মোর লাগি এখটা লাল গোলাপ কিনিয়া দিছে,Sylhet
মোর লাগি এখটা লাল গোলাপ কিনিয়া দিছে,Sylhet
এখটা লাল গোলাপ কিনিয়া দিছে,Sylhet
লাল গোলাপ কিনিয়া দিছে,Sylhet
গোলাপ কিনিয়া দিছে,Sylhet
আমরা জীবনেও ভুলতাম ফারতাম নায়,Sylhet
জীবনেও ভুলতাম ফারতাম নায়,Sylhet
ভুলতাম ফারতাম নায়,Sylhet
আমরা ভুলতাম ফারতাম নায়,Sylhet
আমরা জীবনেও ফারতাম নায়,Sylhet
আমরা ফারতাম নায়,Sylhet
ছোট ফুয়া ইগু বল দিয়া খেলার,Sylhet
ফুয়া ইগু বল দিয়া খেলার,Sylhet
ইগু বল দিয়া খেলার,Sylhet
বল দিয়া খেলার,Sylhet
ছোট ফুয়া বল দিয়া খেলার,Sylhet
ফুয়া বল দিয়া খেলার,Sylhet
বেটা ইগুয়ে ফোনে মাতে,Sylhet
ইগুয়ে ফোনে মাতে,Sylhet
ফোনে মাতে,Sylhet
তুমার ফছন্দের বাক্কা কয়টা বই কিনছি,Sylhet
ফছন্দের বাক্কা কয়টা বই কিনছি,Sylhet
বাক্কা কয়টা বই কিনছি,Sylhet
কয়টা বই কিনছি,Sylhet
বই কিনছি,Sylhet
তুমার ফছন্দের কয়টা বই কিনছি,Sylhet
তুমার ফছন্দের বই কিনছি,Sylhet
আফনে নিজর ফরিবার লইয়া বইন,Sylhet
নিজর ফরিবার লইয়া বইন,Sylhet
ফরিবার লইয়া বইন,Sylhet
লইয়া বইন,Sylhet
আফনে ফরিবার লইয়া বইন,Sylhet
আফনে লইয়া বইন,Sylhet
মোরে এখটু সাহায্য খরইন,Sylhet
এখটু সাহায্য খরইন,Sylhet
সাহায্য খরইন,Sylhet
মোরে সাহায্য খরইন,Sylhet
তুমি মোর লগে আর মাতবায় না,Sylhet
মোর লগে আর মাতবায় না,Sylhet
আর মাতবায় না,Sylhet
মাতবায় না,Sylhet
মাতবায় না,Sylhet
তুমি আর মাতবায় না,Sylhet
তুমি মাতবায় না,Sylhet
তুমি মাতবায় না,Sylhet
আমরার হক্কলের এখটা রঙ্গিন ছবি তুলা লাগবো,Sylhet
হক্কলের এখটা রঙ্গিন ছবি তুলা লাগবো,Sylhet
এখটা রঙ্গিন ছবি তুলা লাগবো,Sylhet
রঙ্গিন ছবি তুলা লাগবো,Sylhet
ছবি তুলা লাগবো,Sylhet
তুলা লাগবো,Sylhet
আমরার এখটা রঙ্গিন ছবি তুলা লাগবো,Sylhet
আমরার রঙ্গিন ছবি তুলা লাগবো,Sylhet
আমরারছবি তুলা লাগবো,Sylhet
আমরার তুলা লাগবো,Sylhet
আর কত ছুটি কাটাইতাম?,Sylhet
কত ছুটি কাটাইতাম?,Sylhet
ছুটি কাটাইতাম?,Sylhet
আফনে বাঁইচ্চা আছইন নি?,Sylhet
বাঁইচ্চা আছইন নি?,Sylhet
আফনে আছইন নি?,Sylhet
দেখা খরা যাইব,Sylhet
খরা যাইব,Sylhet
দেখা যাইব,Sylhet
মুই মোর পরিবারের খতা কইতাম চাই,Sylhet
